"","id","minute","result","X","Y","xG","player","h_a","player_id","situation","season","shotType","match_id","h_team","a_team","h_goals","a_goals","date","player_assisted","lastAction"
"1",310360,2,"SavedShot",0.783000030517578,0.542999992370605,0.0327525027096272,"Thiago Alcántara","h",229,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,2019-08-16 19:30:00,"Serge Gnabry","Pass"
"2",310361,6,"MissedShots",0.815,0.430999984741211,0.0584453642368317,"Thomas Müller","h",224,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,2019-08-16 19:30:00,"Serge Gnabry","Pass"
"3",310364,16,"SavedShot",0.936999969482422,0.394000015258789,0.0192932449281216,"Thomas Müller","h",224,"SetPiece",2019,"Head",12403,"Bayern Munich","Hertha Berlin",2,2,2019-08-16 19:30:00,"David Alaba","Aerial"
"4",310365,23,"Goal",0.935999984741211,0.505,0.593660593032837,"Robert Lewandowski","h",227,"OpenPlay",2019,"LeftFoot",12403,"Bayern Munich","Hertha Berlin",2,2,2019-08-16 19:30:00,"Serge Gnabry","Pass"
"5",310366,24,"SavedShot",0.909000015258789,0.287000007629395,0.0518977269530296,"Serge Gnabry","h",993,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,2019-08-16 19:30:00,"Corentin Tolisso","Pass"
"6",310367,24,"BlockedShot",0.861999969482422,0.417999992370605,0.100943610072136,"Robert Lewandowski","h",227,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,2019-08-16 19:30:00,"Joshua Kimmich","Pass"
"7",310368,27,"BlockedShot",0.869000015258789,0.332000007629395,0.0742076933383942,"Thomas Müller","h",224,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,2019-08-16 19:30:00,"Kingsley Coman","Pass"
"8",310369,30,"BlockedShot",0.849000015258789,0.324000015258789,0.0765295848250389,"Robert Lewandowski","h",227,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,2019-08-16 19:30:00,"Thomas Müller","Pass"
"9",310372,51,"SavedShot",0.92,0.617000007629395,0.296954482793808,"Kingsley Coman","h",226,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,2019-08-16 19:30:00,"Serge Gnabry","Pass"
"10",310373,55,"SavedShot",0.749000015258789,0.318999996185303,0.0172013118863106,"Serge Gnabry","h",993,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,2019-08-16 19:30:00,"Kingsley Coman","Pass"
"11",310374,59,"Goal",0.885,0.5,0.75777667760849,"Robert Lewandowski","h",227,"Penalty",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,2019-08-16 19:30:00,NA,"Standard"
"12",310375,70,"BlockedShot",0.791999969482422,0.427000007629395,0.0364076271653175,"Serge Gnabry","h",993,"OpenPlay",2019,"LeftFoot",12403,"Bayern Munich","Hertha Berlin",2,2,2019-08-16 19:30:00,NA,"None"
"13",310376,71,"MissedShots",0.88,0.397999992370605,0.0989687591791153,"Corentin Tolisso","h",3603,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,2019-08-16 19:30:00,"Serge Gnabry","Pass"
"14",310379,78,"BlockedShot",0.961999969482422,0.394000015258789,0.0861031115055084,"Corentin Tolisso","h",3603,"FromCorner",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,2019-08-16 19:30:00,"David Alaba","HeadPass"
"15",310380,82,"BlockedShot",0.754000015258789,0.415,0.0667429491877556,"David Alaba","h",391,"DirectFreekick",2019,"LeftFoot",12403,"Bayern Munich","Hertha Berlin",2,2,2019-08-16 19:30:00,NA,"Standard"
"16",310381,84,"MissedShots",0.905,0.266000003814697,0.0321641825139523,"Serge Gnabry","h",993,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,2019-08-16 19:30:00,"Corentin Tolisso","Chipped"
"17",310382,92,"MissedShots",0.95,0.46,0.0770207867026329,"Robert Lewandowski","h",227,"FromCorner",2019,"Head",12403,"Bayern Munich","Hertha Berlin",2,2,2019-08-16 19:30:00,"Joshua Kimmich","Aerial"
"18",310362,8,"SavedShot",0.805,0.615,0.0344041511416435,"Vedad Ibisevic","a",29,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,2019-08-16 19:30:00,"Marko Grujic","Pass"
"19",310363,12,"MissedShots",0.915,0.607999992370605,0.11268337816,"Vedad Ibisevic","a",29,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,2019-08-16 19:30:00,"Ondrej Duda","Pass"
"20",310370,35,"Goal",0.779000015258789,0.637000007629395,0.0262199006974697,"Dodi Lukebakio","a",5706,"OpenPlay",2019,"LeftFoot",12403,"Bayern Munich","Hertha Berlin",2,2,2019-08-16 19:30:00,"Ondrej Duda","TakeOn"
"21",310371,37,"Goal",0.915999984741211,0.47,0.846870064735413,"Marko Grujic","a",1669,"OpenPlay",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,2019-08-16 19:30:00,"Vedad Ibisevic","TakeOn"
"22",310377,76,"BlockedShot",0.795,0.497000007629395,0.124257355928421,"Ondrej Duda","a",5240,"DirectFreekick",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,2019-08-16 19:30:00,NA,"Standard"
"23",310378,76,"MissedShots",0.805999984741211,0.505999984741211,0.0401594117283821,"Ondrej Duda","a",5240,"SetPiece",2019,"RightFoot",12403,"Bayern Munich","Hertha Berlin",2,2,2019-08-16 19:30:00,NA,"None"
"24",310572,2,"BlockedShot",0.855999984741211,0.482000007629395,0.10336285084486,"Davy Klaassen","h",6045,"OpenPlay",2019,"RightFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Johannes Eggestein","Pass"
"25",310573,3,"BlockedShot",0.768000030517578,0.645,0.017159691080451,"Maximilian Eggestein","h",125,"FromCorner",2019,"LeftFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,NA,"None"
"26",310574,3,"MissedShots",0.896999969482422,0.547999992370605,0.0537240020930767,"Theodor Gebre Selassie","h",110,"FromCorner",2019,"Head",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Nuri Sahin","Cross"
"27",310576,17,"MissedShots",0.895,0.48,0.28171306848526,"Ömer Toprak","h",184,"SetPiece",2019,"Head",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Nuri Sahin","Chipped"
"28",310577,25,"MissedShots",0.896999969482422,0.435,0.0161717440932989,"Theodor Gebre Selassie","h",110,"FromCorner",2019,"Head",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Nuri Sahin","Aerial"
"29",310578,31,"MissedShots",0.896999969482422,0.544000015258789,0.0796126499772072,"Yuya Osako","h",135,"OpenPlay",2019,"Head",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Milot Rashica","Cross"
"30",310579,34,"MissedShots",0.789000015258789,0.686999969482422,0.0140457414090633,"Maximilian Eggestein","h",125,"FromCorner",2019,"LeftFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,NA,"Aerial"
"31",310582,46,"Goal",0.915,0.545999984741211,0.0897035896778107,"Johannes Eggestein","h",6084,"OpenPlay",2019,"Head",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Milot Rashica","Cross"
"32",310584,49,"MissedShots",0.929000015258789,0.580999984741211,0.131085991859436,"Yuya Osako","h",135,"OpenPlay",2019,"LeftFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Johannes Eggestein","Pass"
"33",310586,54,"BlockedShot",0.759000015258789,0.327999992370605,0.0151303373277187,"Davy Klaassen","h",6045,"OpenPlay",2019,"RightFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,NA,"None"
"34",310587,54,"SavedShot",0.803000030517578,0.349000015258789,0.0338121242821217,"Nuri Sahin","h",2642,"OpenPlay",2019,"LeftFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Johannes Eggestein","Pass"
"35",310588,58,"SavedShot",0.903000030517578,0.575999984741211,0.152920722961426,"Niklas Moisander","h",1936,"SetPiece",2019,"Head",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Nuri Sahin","Cross"
"36",310589,59,"SavedShot",0.949000015258789,0.316000003814697,0.0533096678555012,"Johannes Eggestein","h",6084,"OpenPlay",2019,"RightFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Maximilian Eggestein","Pass"
"37",310593,66,"SavedShot",0.726999969482422,0.5,0.0149191739037633,"Yuya Osako","h",135,"OpenPlay",2019,"LeftFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Theodor Gebre Selassie","TakeOn"
"38",310594,66,"MissedShots",0.945999984741211,0.512999992370605,0.602210283279419,"Davy Klaassen","h",6045,"OpenPlay",2019,"RightFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,NA,"Rebound"
"39",310595,69,"SavedShot",0.955999984741211,0.422999992370605,0.0631053447723389,"Niclas Füllkrug","h",6098,"OpenPlay",2019,"Head",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Davy Klaassen","Chipped"
"40",310598,74,"BlockedShot",0.835999984741211,0.422999992370605,0.0225940085947514,"Niklas Moisander","h",1936,"FromCorner",2019,"LeftFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,NA,"Aerial"
"41",310599,75,"MissedShots",0.830999984741211,0.439000015258789,0.0405123122036457,"Johannes Eggestein","h",6084,"FromCorner",2019,"RightFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Claudio Pizarro","BallTouch"
"42",310600,77,"SavedShot",0.765999984741211,0.510999984741211,0.0342480465769768,"Yuya Osako","h",135,"OpenPlay",2019,"RightFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Davy Klaassen","TakeOn"
"43",310603,85,"SavedShot",0.870999984741211,0.494000015258789,0.0492823235690594,"Niclas Füllkrug","h",6098,"SetPiece",2019,"Head",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Davy Klaassen","Chipped"
"44",310604,86,"BlockedShot",0.84,0.512999992370605,0.0548768043518066,"Niclas Füllkrug","h",6098,"OpenPlay",2019,"LeftFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,NA,"None"
"45",310605,87,"MissedShots",0.918000030517578,0.365999984741211,0.0174460485577583,"Yuya Osako","h",135,"FromCorner",2019,"Head",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Nuri Sahin","BallTouch"
"46",310606,88,"SavedShot",0.858000030517578,0.420999984741211,0.0207658726722002,"Joshua Sargent","h",7295,"OpenPlay",2019,"Head",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Nuri Sahin","Chipped"
"47",310607,93,"SavedShot",0.895,0.372999992370605,0.0584683157503605,"Joshua Sargent","h",7295,"OpenPlay",2019,"RightFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Niclas Füllkrug","HeadPass"
"48",310575,6,"MissedShots",0.745999984741211,0.487999992370605,0.0172058120369911,"Lewis Baker","a",4510,"FromCorner",2019,"LeftFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,NA,"None"
"49",310580,35,"Goal",0.901999969482422,0.485,0.4349465072155,"Rouwen Hennings","a",7060,"OpenPlay",2019,"LeftFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Kenan Karaman","Pass"
"50",310581,38,"SavedShot",0.745999984741211,0.6,0.0248944479972124,"Erik Thommy","a",2676,"OpenPlay",2019,"RightFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Kenan Karaman","Pass"
"51",310583,47,"MissedShots",0.86,0.432999992370605,0.0222197603434324,"Alfredo Morales","a",252,"OpenPlay",2019,"Head",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Matthias Zimmermann","Cross"
"52",310585,51,"Goal",0.874000015258789,0.465999984741211,0.122442752122879,"Kenan Karaman","a",98,"OpenPlay",2019,"RightFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Erik Thommy","LayOff"
"53",310590,62,"SavedShot",0.826999969482422,0.308999996185303,0.0592468045651913,"Lewis Baker","a",4510,"OpenPlay",2019,"RightFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Matthias Zimmermann","TakeOn"
"54",310591,63,"Goal",0.931999969482422,0.495999984741211,0.0651551112532616,"Kaan Ayhan","a",347,"FromCorner",2019,"Head",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Erik Thommy","Aerial"
"55",310592,65,"SavedShot",0.790999984741211,0.624000015258789,0.0516001842916012,"Rouwen Hennings","a",7060,"OpenPlay",2019,"LeftFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Kenan Karaman","Pass"
"56",310596,73,"MissedShots",0.726999969482422,0.607999992370605,0.0141237275674939,"Lewis Baker","a",4510,"FromCorner",2019,"LeftFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,NA,"None"
"57",310597,73,"MissedShots",0.888000030517578,0.763000030517578,0.0215395800769329,"Alfredo Morales","a",252,"FromCorner",2019,"RightFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Lewis Baker","None"
"58",310601,80,"SavedShot",0.891999969482422,0.685999984741211,0.0593944042921066,"Rouwen Hennings","a",7060,"OpenPlay",2019,"LeftFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,NA,"None"
"59",310602,80,"MissedShots",0.864000015258789,0.424000015258789,0.122587032616138,"Alfredo Morales","a",252,"OpenPlay",2019,"RightFoot",12404,"Werder Bremen","Fortuna Duesseldorf",1,3,2019-08-17 14:30:00,"Thomas Pledl","Pass"
"60",310610,3,"SavedShot",0.745999984741211,0.38,0.0176347624510527,"Jérôme Gondorf","h",8,"OpenPlay",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Nils Petersen","Pass"
"61",310613,9,"SavedShot",0.788000030517578,0.562999992370605,0.0346179008483887,"Gian-Luca Waldschmidt","h",294,"OpenPlay",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,NA,"None"
"62",310614,10,"MissedShots",0.938000030517578,0.602999992370605,0.050524365156889,"Nicolas Höfler","h",4250,"FromCorner",2019,"Head",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Jonathan Schmid","Cross"
"63",310615,11,"MissedShots",0.734000015258789,0.671999969482422,0.0439111590385437,"Jonathan Schmid","h",81,"DirectFreekick",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,NA,"Standard"
"64",310616,13,"SavedShot",0.871999969482422,0.612000007629395,0.01823341101408,"Brandon Borrello","h",7569,"OpenPlay",2019,"Head",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Christian Günter","Cross"
"65",310617,16,"BlockedShot",0.741999969482422,0.605999984741211,0.0216127391904593,"Gian-Luca Waldschmidt","h",294,"OpenPlay",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Nicolas Höfler","Pass"
"66",310618,16,"MissedShots",0.943000030517578,0.475,0.0753551200032234,"Robin Koch","h",6273,"FromCorner",2019,"Head",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Christian Günter","Aerial"
"67",310619,21,"MissedShots",0.825,0.68,0.0391714759171009,"Gian-Luca Waldschmidt","h",294,"OpenPlay",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Jérôme Gondorf","TakeOn"
"68",310621,28,"MissedShots",0.903000030517578,0.455999984741211,0.0347969047725201,"Robin Koch","h",6273,"SetPiece",2019,"Head",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Christian Günter","Aerial"
"69",310622,29,"MissedShots",0.92,0.382000007629395,0.0440993681550026,"Nicolas Höfler","h",4250,"SetPiece",2019,"Head",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Christian Günter","Chipped"
"70",310629,49,"BlockedShot",0.939000015258789,0.570999984741211,0.117167346179485,"Nico Schlotterbeck","h",7485,"FromCorner",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Christian Günter","Pass"
"71",310637,64,"MissedShots",0.81,0.731999969482422,0.0230707302689552,"Christian Günter","h",4243,"OpenPlay",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Nico Schlotterbeck","TakeOn"
"72",310638,67,"SavedShot",0.945,0.66,0.0502105467021465,"Nils Petersen","h",4248,"OpenPlay",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Lucas Höler","Cross"
"73",310639,68,"SavedShot",0.785,0.295,0.0192062854766846,"Philipp Lienhart","h",2611,"OpenPlay",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Lucas Höler","Pass"
"74",310640,73,"MissedShots",0.921999969482422,0.715,0.039249125868082,"Nico Schlotterbeck","h",7485,"SetPiece",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,NA,"None"
"75",310641,74,"MissedShots",0.794000015258789,0.624000015258789,0.0331149846315384,"Nicolas Höfler","h",4250,"OpenPlay",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Nils Petersen","Pass"
"76",310642,80,"Goal",0.88,0.580999984741211,0.428948521614075,"Lucas Höler","h",6475,"OpenPlay",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Nils Petersen","TakeOn"
"77",310643,82,"Goal",0.823000030517578,0.291000003814697,0.035312931984663,"Jonathan Schmid","h",81,"OpenPlay",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Lucas Höler","Pass"
"78",310644,86,"Goal",0.885,0.5,0.75777667760849,"Gian-Luca Waldschmidt","h",294,"Penalty",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,NA,"Standard"
"79",310608,0,"BlockedShot",0.749000015258789,0.31,0.0124240294098854,"Edimilson Fernandes","a",1673,"OpenPlay",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,NA,"None"
"80",310609,1,"SavedShot",0.808000030517578,0.477999992370605,0.0671212896704674,"Danny Latza","a",43,"OpenPlay",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Karim Onisiwo","LayOff"
"81",310611,5,"MissedShots",0.749000015258789,0.31,0.0124699398875237,"Daniel Brosinski","a",38,"FromCorner",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,NA,"Aerial"
"82",310612,8,"BlockedShot",0.87,0.658000030517578,0.0363407097756863,"Aarón Martín","a",5133,"FromCorner",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Daniel Brosinski","TakeOn"
"83",310620,27,"MissedShots",0.924000015258789,0.534000015258789,0.113344192504883,"Robin Quaison","a",1275,"OpenPlay",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Karim Onisiwo","HeadPass"
"84",310623,35,"SavedShot",0.745,0.686999969482422,0.0178007949143648,"Aarón Martín","a",5133,"OpenPlay",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Danny Latza","Pass"
"85",310624,38,"MissedShots",0.878000030517578,0.485,0.02991097047925,"Robin Quaison","a",1275,"OpenPlay",2019,"Head",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Jeremiah St. Juste","Aerial"
"86",310625,41,"SavedShot",0.865,0.510999984741211,0.0107604032382369,"Robin Quaison","a",1275,"SetPiece",2019,"Head",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Aarón Martín","Aerial"
"87",310626,43,"BlockedShot",0.82,0.547999992370605,0.0856980457901955,"Robin Quaison","a",1275,"OpenPlay",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Karim Onisiwo","Pass"
"88",310627,43,"BlockedShot",0.754000015258789,0.387999992370605,0.0209430493414402,"Edimilson Fernandes","a",1673,"OpenPlay",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Robin Quaison","Pass"
"89",310628,45,"BlockedShot",0.786999969482422,0.597000007629395,0.0319489799439907,"Robin Quaison","a",1275,"OpenPlay",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Jean-Paul Boëtius","Pass"
"90",310630,51,"MissedShots",0.951999969482422,0.352000007629395,0.0899346768856049,"Karim Onisiwo","a",2631,"OpenPlay",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Daniel Brosinski","Pass"
"91",310631,53,"BlockedShot",0.749000015258789,0.439000015258789,0.0218221805989742,"Bote Baku","a",6708,"OpenPlay",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Jean-Paul Boëtius","Pass"
"92",310632,54,"MissedShots",0.761999969482422,0.392000007629395,0.0227705221623182,"Karim Onisiwo","a",2631,"OpenPlay",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Bote Baku","Pass"
"93",310633,55,"SavedShot",0.915,0.674000015258789,0.0717649310827255,"Jean-Paul Boëtius","a",7107,"OpenPlay",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Aarón Martín","Pass"
"94",310634,56,"BlockedShot",0.744000015258789,0.46,0.0167379155755043,"Jean-Paul Boëtius","a",7107,"FromCorner",2019,"RightFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,NA,"None"
"95",310635,57,"MissedShots",0.881999969482422,0.66,0.0581416636705399,"Robin Quaison","a",1275,"OpenPlay",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,NA,"None"
"96",310636,60,"SavedShot",0.939000015258789,0.313999996185303,0.0377943739295006,"Karim Onisiwo","a",2631,"OpenPlay",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Daniel Brosinski","TakeOn"
"97",310645,87,"MissedShots",0.76,0.472000007629395,0.0264876522123814,"Levin Öztunali","a",118,"OpenPlay",2019,"LeftFoot",12405,"Freiburg","Mainz 05",3,0,2019-08-17 14:30:00,"Aarón Martín","Pass"
"98",310647,2,"Goal",0.974000015258789,0.460999984741211,0.661042869091034,"Paco Alcácer","h",2380,"OpenPlay",2019,"LeftFoot",12406,"Borussia Dortmund","Augsburg",5,1,2019-08-17 14:30:00,NA,"None"
"99",310648,9,"SavedShot",0.780999984741211,0.445,0.032575860619545,"Julian Weigl","h",372,"OpenPlay",2019,"RightFoot",12406,"Borussia Dortmund","Augsburg",5,1,2019-08-17 14:30:00,NA,"None"
"100",310649,10,"MissedShots",0.924000015258789,0.534000015258789,0.162760019302368,"Mats Hummels","h",373,"FromCorner",2019,"Head",12406,"Borussia Dortmund","Augsburg",5,1,2019-08-17 14:30:00,"Thorgan Hazard","Aerial"
"101",310650,12,"MissedShots",0.845999984741211,0.435,0.0878202021121979,"Paco Alcácer","h",2380,"OpenPlay",2019,"RightFoot",12406,"Borussia Dortmund","Augsburg",5,1,2019-08-17 14:30:00,"Marco Reus","Pass"
"102",310651,14,"MissedShots",0.97,0.372999992370605,0.0708050653338432,"Axel Witsel","h",3059,"SetPiece",2019,"RightFoot",12406,"Borussia Dortmund","Augsburg",5,1,2019-08-17 14:30:00,"Lukasz Piszczek","HeadPass"
"103",310652,18,"SavedShot",0.906999969482422,0.527999992370605,0.100667864084244,"Marco Reus","h",319,"OpenPlay",2019,"Head",12406,"Borussia Dortmund","Augsburg",5,1,2019-08-17 14:30:00,"Thorgan Hazard","Cross"
"104",310653,20,"BlockedShot",0.778000030517578,0.375,0.0228793192654848,"Marco Reus","h",319,"FromCorner",2019,"LeftFoot",12406,"Borussia Dortmund","Augsburg",5,1,2019-08-17 14:30:00,"Axel Witsel","Pass"
"105",310654,24,"SavedShot",0.873000030517578,0.424000015258789,0.0750311091542244,"Marco Reus","h",319,"OpenPlay",2019,"RightFoot",12406,"Borussia Dortmund","Augsburg",5,1,2019-08-17 14:30:00,NA,"None"
"106",310655,26,"SavedShot",0.749000015258789,0.357000007629395,0.0140562960878015,"Axel Witsel","h",3059,"OpenPlay",2019,"RightFoot",12406,"Borussia Dortmund","Augsburg",5,1,2019-08-17 14:30:00,NA,"None"
"107",310656,28,"BlockedShot",0.734000015258789,0.500999984741211,0.0152358282357454,"Axel Witsel","h",3059,"OpenPlay",2019,"RightFoot",12406,"Borussia Dortmund","Augsburg",5,1,2019-08-17 14:30:00,NA,"None"
"108",310657,31,"MissedShots",0.744000015258789,0.306000003814697,0.0119332447648048,"Nico Schulz","h",433,"OpenPlay",2019,"LeftFoot",12406,"Borussia Dortmund","Augsburg",5,1,2019-08-17 14:30:00,NA,"TakeOn"
"109",310658,37,"MissedShots",0.715,0.524000015258789,0.0165997222065926,"Marco Reus","h",319,"FromCorner",2019,"RightFoot",12406,"Borussia Dortmund","Augsburg",5,1,2019-08-17 14:30:00,"Lukasz Piszczek","BallTouch"
"110",310660,50,"Goal",0.921999969482422,0.322000007629395,0.243501886725426,"Jadon Sancho","h",6345,"OpenPlay",2019,"RightFoot",12406,"Borussia Dortmund","Augsburg",5,1,2019-08-17 14:30:00,"Axel Witsel","Cross"
"111",310661,56,"Goal",0.89,0.475999984741211,0.455680280923843,"Marco Reus","h",319,"OpenPlay",2019,"RightFoot",12406,"Borussia Dortmund","Augsburg",5,1,2019-08-17 14:30:00,"Paco Alcácer","Pass"
"112",310662,58,"Goal",0.858000030517578,0.474000015258789,0.12359694391489,"Paco Alcácer","h",2380,"OpenPlay",2019,"RightFoot",12406,"Borussia Dortmund","Augsburg",5,1,2019-08-17 14:30:00,"Jadon Sancho","Pass"
"113",310664,66,"MissedShots",0.938000030517578,0.575,0.0536780692636967,"Mats Hummels","h",373,"SetPiece",2019,"Head",12406,"Borussia Dortmund","Augsburg",5,1,2019-08-17 14:30:00,"Thorgan Hazard","Aerial"
"114",310666,71,"MissedShots",0.935,0.375,0.447835773229599,"Achraf Hakimi","h",5197,"OpenPlay",2019,"RightFoot",12406,"Borussia Dortmund","Augsburg",5,1,2019-08-17 14:30:00,"Axel Witsel","Throughball"
