"","player","shotCount","totalGoalsScored","xG","avgShotDist","openPlay","setPiece","penalty","fromCorner","directFK","rightFoot","leftFoot","head"
"82","Jean-Paul Boëtius",2,3,0.220040265757304,19.0646468746401,1.46153846153846,0.0769230769230769,0,0.461538461538462,0,1.46153846153846,0.384615384615385,0.153846153846154
"83","Joshua Sargent",2.11111111111111,3,0.249983151132862,15.3208623955748,1.88888888888889,0,0,0.222222222222222,0,1.11111111111111,0.555555555555556,0.444444444444444
"84","Joshua Zirkzee",2.25,3,0.600723436102271,10.9767913765173,1.75,0.25,0,0.25,0,2,0.25,0
"85","Josip Brekalo",1.5625,3,0.133853477193043,20.7440599519188,1.4375,0,0,0.0625,0.0625,1.25,0.25,0.0625
"86","Julian Brandt",1.78571428571429,3,0.228870519037758,17.5837981080332,1.42857142857143,0.0714285714285714,0,0.285714285714286,0,0.928571428571429,0.642857142857143,0.214285714285714
"87","Leon Goretzka",2.7,3,0.45081711281091,15.8282735678643,2,0.1,0,0.6,0,1.7,0.2,0.8
"88","Marcel Halstenberg",1.64285714285714,3,0.133670253413064,19.8607711061446,0.857142857142857,0.0714285714285714,0,0.357142857142857,0.357142857142857,0.142857142857143,1.28571428571429,0.214285714285714
"89","Mario Götze",1.6,3,0.434324640780687,12.5411143108112,1,0,0.2,0.4,0,1.4,0,0.2
"90","Marko Grujic",2.07692307692308,3,0.278899428004829,16.7498003273365,1.46153846153846,0.230769230769231,0,0.384615384615385,0,1.23076923076923,0.230769230769231,0.615384615384615
"91","Maximilian Arnold",2.31578947368421,3,0.0929827474449811,25.3244762421076,1.84210526315789,0.157894736842105,0,0.105263157894737,0.210526315789474,0.315789473684211,2,0
"92","Nordi Mukiele",1.38461538461538,3,0.135480908318781,17.7759905403191,1,0.0769230769230769,0,0.307692307692308,0,0.923076923076923,0.153846153846154,0.307692307692308
"93","Ozan Kabak",1.28571428571429,3,0.236055101933224,9.08374785639997,0.142857142857143,0.285714285714286,0,0.857142857142857,0,0.142857142857143,0.285714285714286,0.714285714285714
"94","Paulinho",2.66666666666667,3,0.598192883034547,18.978265588259,2.66666666666667,0,0,0,0,2.66666666666667,0,0
"95","Robert Skov",1.80952380952381,3,0.093723621884627,24.8238460551038,0.952380952380952,0.0952380952380952,0,0.0952380952380952,0.666666666666667,0.142857142857143,1.66666666666667,0
"96","Simon Terodde",2.69230769230769,3,0.468526871731648,10.1149589271642,1.92307692307692,0.384615384615385,0,0.384615384615385,0,1.07692307692308,0.615384615384615,0.923076923076923
"97","Sven Michel",2.07142857142857,3,0.288043777957292,17.6698966335842,1.57142857142857,0.142857142857143,0,0.357142857142857,0,0.142857142857143,1.5,0.428571428571429
"98","Thiago Alcántara",1.63636363636364,3,0.234804099510339,17.7660059534204,1.27272727272727,0,0,0.363636363636364,0,1.36363636363636,0.272727272727273,0
"99","Vedad Ibisevic",1.4,3,0.261517549492419,12.2091721876411,1.3,0.1,0,0,0,1,0.2,0.2
"100","Vladimir Darida",2.21428571428571,3,0.181810298868056,19.5090194795138,1.92857142857143,0.142857142857143,0,0.142857142857143,0,1.35714285714286,0.785714285714286,0.0714285714285714
"101","Yussuf Poulsen",1.84615384615385,3,0.375136411462266,12.8534558801068,1.46153846153846,0,0,0.384615384615385,0,1.07692307692308,0.230769230769231,0.538461538461538
"102","Admir Mehmedi",1.88888888888889,2,0.131042931228876,21.8999486489969,1.44444444444444,0.222222222222222,0,0.222222222222222,0,1.22222222222222,0.333333333333333,0.333333333333333
"103","Anthony Ujah",1.55555555555556,2,0.162629822165602,18.2800635313621,1.55555555555556,0,0,0,0,1,0.333333333333333,0.222222222222222
"104","Cauly Oliveira Souza",1.55555555555556,2,0.156130350298352,19.6551848925113,1.44444444444444,0,0,0,0.111111111111111,1.11111111111111,0.333333333333333,0.111111111111111
"105","Christian Günter",1.61111111111111,2,0.0622432634958791,24.4427701849043,1.38888888888889,0.0555555555555556,0,0.0555555555555556,0.111111111111111,0.222222222222222,1.38888888888889,0
"106","Daniel Brosinski",1.5,2,0.169947960413992,25.5965688507865,0.916666666666667,0,0.0833333333333333,0.25,0.25,1.33333333333333,0.166666666666667,0
"107","Daniel Ginczek",1.33333333333333,2,0.154489337777098,17.2345373459342,1.33333333333333,0,0,0,0,1,0.166666666666667,0.166666666666667
"108","Denis Zakaria",1.91666666666667,2,0.214185763383284,20.6265224184188,1.66666666666667,0.0833333333333333,0,0.0833333333333333,0.0833333333333333,1.83333333333333,0,0.0833333333333333
"109","Dominick Drexler",1.5,2,0.136569846514612,21.6022008347172,1.2,0.1,0,0.2,0,1.2,0,0.3
"110","Ermin Bicakcic",1.5,2,0.0789918266236782,7.82625171467002,0,0,0,1.5,0,0,0,1
"111","Florian Kainz",2.5,2,0.201997348417838,23.9106407079939,1.83333333333333,0,0,0.0833333333333333,0.583333333333333,2.25,0.25,0
"112","Ismail Jakobs",1.375,2,0.207317890366539,19.3898476530589,1,0.125,0,0.25,0,0.125,1.125,0.125
"113","Janik Haberer",1.33333333333333,2,0.0631301495143109,21.2363516437009,0.888888888888889,0.111111111111111,0,0.333333333333333,0,0.666666666666667,0.444444444444444,0.222222222222222
"114","Jean-Philippe Mateta",2.125,2,0.291483057197184,12.6967807638173,1.875,0.125,0,0.125,0,1,0.375,0.75
"115","Jeremiah St. Juste",1.6,2,0.0691939260810614,20.3962944981065,0.4,0.2,0,1,0,0.6,0.2,0.8
"116","Jonas Hofmann",1.66666666666667,2,0.312683168022583,17.9488235311322,1.5,0,0,0,0.166666666666667,1.5,0.166666666666667,0
"117","Kaan Ayhan",1.53333333333333,2,0.136721170817812,17.1492187357124,0.2,0.4,0,0.4,0.533333333333333,0.8,0,0.733333333333333
"118","Kai Pröger",2.8,2,0.162244124462207,21.7841275324901,2.46666666666667,0,0,0.2,0.133333333333333,1.66666666666667,1.13333333333333,0
"119","Kingsley Coman",1.91666666666667,2,0.282591253751889,15.2316030668213,1.75,0,0,0.166666666666667,0,1.25,0.5,0.166666666666667
"120","Klaus Gjasula",1.1,2,0.173478850070387,12.1917534188994,0.3,0.4,0.1,0.3,0,0.3,0.3,0.5
"121","Konrad Laimer",1.16666666666667,2,0.101460005467137,23.4101526871946,1.16666666666667,0,0,0,0,0.666666666666667,0.5,0
"122","Kwon Chang-Hoon",1.71428571428571,2,0.256953058631292,17.5171277095572,1.57142857142857,0,0,0.142857142857143,0,0.142857142857143,1.42857142857143,0.142857142857143
"123","Lars Bender",2,2,0.111252115241119,13.7740082451863,0.571428571428571,0.285714285714286,0,1.14285714285714,0,0.428571428571429,0.428571428571429,1.14285714285714
"124","Leonardo Bittencourt",1.83333333333333,2,0.107598044547356,18.6572911321852,1.61111111111111,0,0,0.222222222222222,0,0.555555555555556,0.777777777777778,0.5
"125","Lukas Klostermann",1,2,0.300900657661259,11.8891738977932,0.2,0.2,0,0.6,0,0.4,0.6,0
"126","Matheus Cunha",3.09090909090909,2,0.306714485992085,17.0293514761677,2.63636363636364,0.181818181818182,0,0.272727272727273,0,2,0.363636363636364,0.727272727272727
"127","Niclas Füllkrug",3.5,2,0.212859598454088,13.1898020547587,2,0.25,0,1.25,0,1,0.25,2.25
"128","Oscar Wendt",1.5,2,0.188395420399805,17.2056636439458,1,0.333333333333333,0,0.166666666666667,0,0.666666666666667,0.833333333333333,0
"129","Pavel Kaderábek",1.71428571428571,2,0.205232029381607,13.0975864099654,1.14285714285714,0.214285714285714,0,0.357142857142857,0,0.785714285714286,0.142857142857143,0.785714285714286
"130","Pierre Kunde",2.06666666666667,2,0.0964615507672231,23.8035992922299,1.26666666666667,0.2,0,0.4,0.2,1.4,0.333333333333333,0.333333333333333
"131","Salif Sané",1.4,2,0.14381503649056,10.320353024958,0,0.2,0,1.2,0,0,0,1.4
"132","Sebastian Polter",1.125,2,0.237937013851479,14.2418097455909,0.75,0,0.25,0.125,0,0.625,0.125,0.375
"133","Sebastian Rode",1.8,2,0.169529974274337,18.0937723273144,0.8,0,0,1,0,1.4,0.4,0
"134","Sebastian Schonlau",1.1,2,0.105843637045473,12.1627681740357,0.2,0.4,0,0.5,0,0.3,0,0.7
"135","Vincenzo Grifo",2.21428571428571,2,0.171307417830186,23.0340176880674,1.42857142857143,0,0.0714285714285714,0.142857142857143,0.571428571428571,2,0.142857142857143,0.0714285714285714
"136","Yannick Gerhardt",1.33333333333333,2,0.320902836509049,15.6369398801341,1,0,0,0.333333333333333,0,0.166666666666667,0.833333333333333,0.333333333333333
"137","Ádám Szalai",1.84615384615385,1,0.284949240203087,11.6585715700502,1.15384615384615,0.307692307692308,0,0.384615384615385,0,0.923076923076923,0.307692307692308,0.615384615384615
"138","Alfredo Morales",2.57142857142857,1,0.11210323125124,19.4498763668647,2,0,0,0.571428571428571,0,1,0.571428571428571,1
"139","Almamy Touré",2.2,1,0.330644848197698,11.0011842925461,0.6,0.4,0,1.2,0,1,0,1.2
"140","Alphonso Davies",1.11111111111111,1,0.157141926905347,21.6404070223389,0.888888888888889,0,0,0.222222222222222,0,0,1.11111111111111,0
"141","André Hahn",1.85714285714286,1,0.274240444813456,15.3114380635924,1.42857142857143,0.285714285714286,0.142857142857143,0,0,0.714285714285714,0.285714285714286,0.857142857142857
"142","Andre Hoffmann",1,1,0.0805150371872716,12.7811762550717,0.444444444444444,0,0,0.555555555555556,0,0.111111111111111,0.222222222222222,0.666666666666667
"143","Angelino",1,1,0.182452641427517,13.7573503011705,1,0,0,0,0,0.666666666666667,0.333333333333333,0
"144","Anthony Modeste",1.72727272727273,1,0.207291918891397,13.5419452679323,1.36363636363636,0.0909090909090909,0,0.272727272727273,0,0.636363636363636,0.272727272727273,0.818181818181818
"145","Benjamin Hübner",1.58333333333333,1,0.106582898413762,14.0941196804969,0.333333333333333,0.25,0,1,0,0.0833333333333333,0.25,1.25
"146","Charles Aránguiz",1.57142857142857,1,0.12192573930536,17.0120561985464,0.857142857142857,0.142857142857143,0,0.571428571428571,0,1,0.285714285714286,0.285714285714286
"147","Christian Gentner",1.75,1,0.137264677323401,17.3291945807071,1.25,0.125,0,0.375,0,0.875,0.4375,0.4375
"148","Christopher Antwi-Adjei",2.2,1,0.170627188620468,18.4565605812495,2.06666666666667,0,0,0.133333333333333,0,1.66666666666667,0.466666666666667,0.0666666666666667
"149","Corentin Tolisso",1.66666666666667,1,0.138660236986147,17.2734381776811,1,0.222222222222222,0,0.444444444444444,0,1.44444444444444,0.111111111111111,0.111111111111111
"150","Dan-Axel Zagadou",1,1,0.0495124063454569,18.7703014523538,0.5,0,0,0.5,0,0,0.75,0
"151","Daniel Baier",1.4,1,0.0348487515933812,25.6902749947882,1.1,0.1,0,0.2,0,1.4,0,0
"152","Daniel Caligiuri",1.8125,1,0.0858834160608239,23.3903657220023,1.3125,0,0,0.0625,0.4375,1.1875,0.625,0
"153","Danny da Costa",1.55555555555556,1,0.148599212989211,19.4484962472895,1.55555555555556,0,0,0,0,1.11111111111111,0.444444444444444,0
"154","David Abraham",1.2,1,0.126840794831514,11.0108665789844,0.4,0.2,0,0.6,0,0.6,0.4,0.2
"155","David Alaba",1.45454545454545,1,0.0675740096379411,26.1317069944731,0.363636363636364,0.181818181818182,0,0.363636363636364,0.545454545454545,0.0909090909090909,1.27272727272727,0.0909090909090909
"156","Davie Selke",1.92307692307692,1,0.222781634101501,13.4451474270675,1.84615384615385,0,0,0.0769230769230769,0,1,0.461538461538462,0.461538461538462
"157","Djibril Sow",1.46153846153846,1,0.125716872871495,20.4908576846287,1.15384615384615,0.0769230769230769,0,0.230769230769231,0,1.23076923076923,0.153846153846154,0.0769230769230769
"158","Eduard Löwen",1.125,1,0.070388602791354,26.4599967235746,0.75,0,0,0,0.375,0.875,0.125,0.125
"159","Ellyes Skhiri",1.53846153846154,1,0.130535023501859,19.5530666332422,1.15384615384615,0.0769230769230769,0,0.307692307692308,0,1.23076923076923,0.153846153846154,0.153846153846154
"160","Emre Can",1.2,1,0.0512473886832595,22.6793740933309,1.2,0,0,0,0,1,0.2,0
"161","Fredrik Jensen",1.2,1,0.108936277404427,22.4226284099551,1,0.2,0,0,0,1.2,0,0
"162","Gerrit Holtmann",1.2,1,0.0774800546467304,23.152589415996,1.2,0,0,0,0,0,1.2,0
"163","Iago",1,1,0.361743960529566,9.19494299225212,0.5,0,0,0.5,0,0,1,0
"164","Jamilu Collins",1.33333333333333,1,0.155257863070195,24.4836800727228,0.666666666666667,0,0.0833333333333333,0.5,0.0833333333333333,0.166666666666667,1.08333333333333,0.0833333333333333
"165","Jérôme Roussillon",1.5,1,0.0844059912487865,23.1778674422459,1.16666666666667,0.0833333333333333,0,0.25,0,0.25,1.25,0
"166","Joao Victor",2.08333333333333,1,0.330443159211427,16.3774321244626,1.91666666666667,0.166666666666667,0,0,0,1.08333333333333,0.583333333333333,0.416666666666667
"167","Johannes Eggestein",2.33333333333333,1,0.100324337681135,20.4184639171999,2,0.166666666666667,0,0.166666666666667,0,1.5,0.5,0.333333333333333
"168","Jonjoe Kenny",1.5,1,0.244905370753258,17.0891479638729,1.5,0,0,0,0,1.25,0,0.25
"169","Jordan Torunarigha",1,1,0.309592984616757,8.6413849322762,0.5,0,0,0.5,0,0.5,0,0.5
"170","Jorge Meré",1,1,0.468311961740255,14.2386475592093,0,0.5,0,0.5,0,0.5,0.5,0
"171","Joshua Kimmich",1.36363636363636,1,0.0576223709027876,21.9100685186118,0.818181818181818,0.0909090909090909,0,0.454545454545455,0,0.818181818181818,0.454545454545455,0.0909090909090909
"172","Julian Baumgartlinger",1.44444444444444,1,0.165812169408633,13.7029209011148,0.333333333333333,0.111111111111111,0,1,0,0.444444444444444,0.111111111111111,0.888888888888889
"173","Julian Weigl",1.5,1,0.0388694264305135,24.6262951622346,1.16666666666667,0,0,0.333333333333333,0,1.16666666666667,0.166666666666667,0.166666666666667
"174","Karim Rekik",1.25,1,0.131186620332301,12.1831577070271,0.5,0.75,0,0,0,0.25,0.25,0.75
"175","Kasim Nuhu",1.2,1,0.27632992900908,7.87990701374085,0,0.4,0,0.8,0,0,0,1.2
"176","Kevin Kampl",1,1,0.087268128991127,16.7148033074396,1,0,0,0,0,1,0,0
"177","Kevin Mbabu",1.5,1,0.260904284659773,10.3181752670264,0.25,0.5,0,0.75,0,0.25,0.25,0.75
"178","Kingsley Ehizibue",1.1,1,0.107725344970822,21.3180440467929,0.8,0.1,0,0.2,0,0.8,0.1,0.2
"179","Konstantinos Stafylidis",2,1,0.0353237967938185,28.166378104237,1,0,0,1,0,0,2,0
